submitted (unix timestamp),r1m1,r1m1Games,r1m2,r1m2Games,r1m3,r1m3Games,r1m4,r1m4Games,r1m5,r1m5Games,r1m6,r1m6Games,r1m7,r1m7Games,r1m8,r1m8Games,r2m1,r2m2,r2m3,r2m4,r3m1,r3m2,r4m1,SCF goals
1554676816,TBL,5,TOR,6,WSH,4,PIT,4,CGY,7,VGK,6,NSH,6,WPG,5,TBL,WSH,VGK,NSH,TBL,NSH,TBL,14
1554676817,TBL,5,TOR,6,WSH,7,PIT,6,CGY,7,VGK,6,DAL,5,STL,5,TBL,PIT,VGK,DAL,TBL,DAL,TBL,27
1554676818,TBL,5,TOR,6,WSH,6,PIT,6,COL,5,SJS,6,NSH,7,WPG,6,TOR,PIT,SJS,WPG,TOR,WPG,TOR,50
1554676818,TBL,5,BOS,7,WSH,6,PIT,7,CGY,6,SJS,7,NSH,6,WPG,7,TBL,WSH,SJS,WPG,TBL,SJS,SJS,30
1554676821,TBL,4,TOR,6,WSH,5,PIT,5,CGY,6,SJS,6,NSH,5,WPG,5,TBL,PIT,CGY,WPG,TBL,WPG,TBL,47
1554676823,TBL,6,BOS,6,WSH,5,PIT,6,CGY,7,SJS,4,NSH,6,WPG,5,TBL,WSH,SJS,WPG,TBL,WPG,WPG,32
1554676823,TBL,5,TOR,6,WSH,5,PIT,5,CGY,7,VGK,7,DAL,6,WPG,6,TBL,WSH,VGK,DAL,TBL,DAL,TBL,41
1554676824,TBL,4,BOS,6,WSH,4,NYI,7,CGY,5,SJS,6,NSH,5,STL,5,TBL,WSH,CGY,NSH,TBL,CGY,TBL,40
1554676828,TBL,5,TOR,6,WSH,6,PIT,7,CGY,4,SJS,6,NSH,5,WPG,6,TOR,PIT,SJS,WPG,TOR,SJS,SJS,35
1554676833,TBL,4,TOR,6,WSH,5,NYI,7,CGY,6,SJS,5,NSH,6,STL,5,TBL,WSH,SJS,STL,TBL,SJS,TBL,35
1554676838,TBL,6,BOS,7,WSH,6,NYI,7,CGY,5,SJS,6,NSH,6,STL,6,BOS,WSH,CGY,STL,WSH,CGY,WSH,27
1554676839,TBL,4,TOR,7,WSH,5,NYI,6,CGY,5,SJS,5,NSH,5,WPG,6,TBL,WSH,SJS,NSH,WSH,NSH,WSH,58
1554676840,TBL,5,TOR,5,WSH,4,PIT,5,CGY,4,SJS,5,DAL,6,STL,5,TBL,WSH,CGY,DAL,TBL,DAL,TBL,23
1554676841,TBL,5,TOR,7,WSH,5,PIT,6,CGY,7,SJS,7,NSH,6,WPG,7,TBL,PIT,CGY,WPG,TBL,WPG,TBL,26
1554676846,CBJ,5,BOS,7,WSH,5,PIT,7,CGY,7,SJS,7,NSH,7,STL,7,BOS,WSH,SJS,STL,WSH,STL,WSH,21
1554676851,TBL,5,BOS,6,WSH,5,PIT,6,COL,5,SJS,6,NSH,5,STL,6,TBL,WSH,SJS,NSH,WSH,NSH,WSH,23
1554676856,TBL,5,BOS,6,WSH,5,PIT,7,CGY,6,SJS,6,DAL,5,STL,5,TBL,WSH,SJS,DAL,TBL,DAL,TBL,28
1554676860,TBL,5,TOR,6,WSH,6,PIT,7,CGY,6,VGK,5,NSH,7,STL,6,TBL,WSH,VGK,STL,TBL,STL,STL,46
1554676860,TBL,5,TOR,6,WSH,6,PIT,7,CGY,7,SJS,6,NSH,6,STL,7,TBL,PIT,SJS,NSH,TBL,NSH,TBL,11
1554676861,TBL,5,BOS,6,CAR,6,PIT,5,CGY,5,VGK,6,DAL,6,STL,6,TBL,PIT,VGK,STL,TBL,STL,TBL,21
1554676862,TBL,5,TOR,6,WSH,5,PIT,6,CGY,6,SJS,7,NSH,6,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,30
1554676863,TBL,5,BOS,6,WSH,6,NYI,7,CGY,6,SJS,7,NSH,6,WPG,7,TBL,NYI,SJS,WPG,TBL,SJS,TBL,22
1554676875,TBL,5,BOS,6,WSH,5,PIT,5,CGY,6,VGK,6,DAL,4,WPG,5,TBL,WSH,VGK,WPG,TBL,VGK,TBL,18
1554676879,TBL,4,TOR,6,WSH,5,PIT,6,CGY,6,SJS,6,DAL,7,WPG,6,TBL,WSH,CGY,WPG,TBL,WPG,TBL,39
1554676881,TBL,5,BOS,6,WSH,6,PIT,7,CGY,6,SJS,4,NSH,6,WPG,6,TBL,WSH,CGY,WPG,WSH,WPG,WSH,28
1554676882,TBL,5,BOS,6,WSH,6,NYI,7,CGY,6,SJS,5,NSH,5,STL,7,TBL,NYI,SJS,NSH,NYI,NSH,NSH,30
1554676883,TBL,4,TOR,6,WSH,7,PIT,6,CGY,5,SJS,7,NSH,5,WPG,7,TBL,WSH,CGY,NSH,TBL,NSH,TBL,35
1554676885,TBL,7,BOS,6,WSH,4,PIT,4,CGY,6,VGK,5,NSH,6,WPG,4,BOS,WSH,VGK,WPG,BOS,WPG,WPG,8
1554676885,TBL,5,TOR,7,WSH,6,PIT,7,CGY,6,VGK,7,NSH,6,STL,7,TOR,PIT,CGY,STL,PIT,CGY,CGY,62
1554676886,TBL,5,TOR,6,CAR,6,PIT,5,COL,4,VGK,6,NSH,5,WPG,6,TBL,PIT,COL,WPG,TBL,WPG,WPG,52
1554676886,TBL,5,BOS,5,WSH,6,NYI,5,COL,7,VGK,4,NSH,6,STL,6,BOS,NYI,VGK,NSH,BOS,NSH,BOS,38
1554676887,TBL,5,BOS,5,CAR,7,PIT,6,CGY,5,SJS,5,NSH,5,STL,6,TBL,PIT,CGY,STL,TBL,STL,TBL,23
1554676891,TBL,5,BOS,6,WSH,5,PIT,6,CGY,6,SJS,7,DAL,6,WPG,5,TBL,PIT,CGY,WPG,TBL,WPG,WPG,20
1554676894,TBL,4,TOR,7,CAR,7,PIT,6,CGY,5,VGK,6,NSH,5,WPG,5,TBL,PIT,CGY,WPG,PIT,WPG,PIT,66
1554676894,TBL,4,BOS,7,WSH,6,NYI,7,COL,6,VGK,7,NSH,6,STL,6,TBL,WSH,VGK,STL,TBL,VGK,TBL,34
1554676896,TBL,5,BOS,7,WSH,6,PIT,7,CGY,5,VGK,7,DAL,6,WPG,7,TBL,WSH,CGY,DAL,WSH,CGY,WSH,57
1554676899,TBL,5,TOR,6,CAR,7,PIT,6,CGY,6,VGK,6,DAL,5,WPG,5,TBL,CAR,CGY,WPG,TBL,CGY,CGY,43
1554676901,TBL,4,BOS,6,WSH,5,NYI,6,CGY,5,VGK,7,NSH,5,STL,5,TBL,NYI,CGY,STL,TBL,STL,STL,53
1554676902,TBL,4,BOS,6,WSH,4,PIT,5,COL,7,VGK,6,NSH,5,WPG,5,TBL,PIT,COL,WPG,TBL,COL,TBL,32
1554676904,TBL,4,TOR,5,WSH,6,NYI,7,CGY,5,SJS,6,NSH,5,STL,7,TBL,NYI,CGY,NSH,TBL,CGY,TBL,28
1554676904,TBL,6,BOS,5,CAR,6,PIT,6,CGY,5,SJS,7,NSH,4,WPG,5,TBL,CAR,SJS,NSH,TBL,NSH,TBL,42
1554676908,TBL,5,BOS,6,CAR,7,PIT,6,CGY,5,SJS,5,NSH,6,WPG,7,TBL,PIT,SJS,NSH,TBL,NSH,TBL,33
1554676910,TBL,5,BOS,7,WSH,4,PIT,5,COL,6,SJS,6,NSH,7,WPG,6,BOS,PIT,COL,WPG,BOS,COL,COL,29
1554676911,TBL,5,BOS,6,CAR,5,PIT,6,COL,6,SJS,7,NSH,6,STL,7,TBL,PIT,COL,STL,TBL,STL,TBL,69
1554676913,TBL,5,TOR,6,CAR,7,NYI,5,CGY,6,SJS,7,NSH,5,STL,6,TBL,CAR,SJS,STL,TBL,STL,STL,36
1554676921,TBL,4,BOS,6,WSH,6,NYI,7,CGY,5,SJS,7,NSH,6,STL,6,TBL,WSH,SJS,STL,TBL,STL,TBL,36
1554676923,TBL,5,BOS,5,CAR,6,PIT,6,CGY,5,VGK,6,NSH,5,STL,6,TBL,PIT,VGK,NSH,TBL,NSH,TBL,22
1554676923,TBL,5,BOS,4,WSH,6,PIT,6,CGY,6,SJS,6,NSH,6,WPG,5,TBL,WSH,CGY,NSH,TBL,NSH,NSH,80
1554676931,TBL,4,TOR,7,WSH,5,PIT,6,CGY,5,VGK,6,NSH,7,WPG,6,TBL,PIT,CGY,NSH,TBL,CGY,TBL,44
1554676932,TBL,6,TOR,7,WSH,6,PIT,5,COL,7,VGK,6,NSH,7,STL,6,TOR,PIT,COL,STL,PIT,COL,PIT,37
1554676933,TBL,5,BOS,6,WSH,5,NYI,7,CGY,5,VGK,6,DAL,5,STL,6,TBL,WSH,CGY,STL,WSH,STL,WSH,25
1554676936,TBL,4,BOS,6,WSH,5,PIT,7,CGY,5,SJS,6,NSH,6,STL,5,TBL,WSH,CGY,STL,TBL,STL,STL,17
1554676939,TBL,5,TOR,7,CAR,7,NYI,6,CGY,6,SJS,7,DAL,7,STL,5,TBL,CAR,CGY,STL,CAR,CGY,CAR,42
1554676944,TBL,4,BOS,6,WSH,5,PIT,6,CGY,6,SJS,7,NSH,6,WPG,7,BOS,WSH,SJS,WPG,BOS,SJS,BOS,49
1554676946,TBL,5,TOR,7,WSH,5,PIT,6,CGY,6,VGK,5,NSH,7,WPG,6,TBL,WSH,CGY,NSH,WSH,NSH,WSH,29
1554676950,TBL,5,TOR,6,WSH,4,NYI,7,CGY,6,SJS,6,NSH,7,WPG,6,TBL,WSH,SJS,NSH,TBL,SJS,SJS,21
1554676951,TBL,5,BOS,6,WSH,6,PIT,5,CGY,7,SJS,6,NSH,7,STL,6,TBL,WSH,CGY,STL,TBL,STL,STL,37
1554676951,TBL,5,TOR,7,WSH,5,NYI,7,CGY,6,VGK,6,NSH,5,WPG,7,TBL,WSH,CGY,NSH,WSH,NSH,WSH,28
1554676955,TBL,5,TOR,7,WSH,5,PIT,6,CGY,5,VGK,6,NSH,4,WPG,7,TBL,WSH,CGY,NSH,TBL,NSH,TBL,33
1554676956,TBL,5,BOS,7,WSH,4,PIT,6,CGY,4,SJS,6,NSH,6,WPG,5,TBL,WSH,CGY,WPG,TBL,CGY,TBL,28
1554676956,TBL,4,BOS,6,WSH,5,NYI,5,CGY,4,VGK,7,NSH,5,WPG,7,TBL,NYI,CGY,WPG,TBL,CGY,TBL,24
1554676958,TBL,5,BOS,7,WSH,4,PIT,6,CGY,6,SJS,7,NSH,6,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,32
1554676962,TBL,5,TOR,6,WSH,5,NYI,4,COL,6,VGK,6,DAL,5,WPG,4,TBL,NYI,COL,DAL,NYI,DAL,DAL,50
1554676966,TBL,5,TOR,7,WSH,6,PIT,6,CGY,5,VGK,7,NSH,6,STL,6,TBL,PIT,CGY,STL,PIT,CGY,PIT,36
1554676967,TBL,6,TOR,7,WSH,6,PIT,6,CGY,5,SJS,7,NSH,5,WPG,7,TBL,PIT,SJS,NSH,TBL,SJS,TBL,55
1554676971,TBL,5,BOS,6,WSH,5,PIT,6,CGY,5,SJS,6,NSH,5,WPG,5,TBL,WSH,SJS,WPG,WSH,WPG,WPG,33
1554676972,TBL,6,BOS,5,WSH,6,NYI,7,CGY,5,VGK,7,DAL,7,STL,6,TBL,NYI,CGY,STL,TBL,STL,STL,33
1554676976,TBL,5,BOS,6,WSH,6,NYI,7,COL,6,SJS,7,NSH,6,STL,6,TBL,NYI,COL,NSH,TBL,NSH,TBL,41
1554676977,TBL,6,BOS,5,WSH,5,PIT,5,CGY,5,SJS,6,NSH,6,STL,6,TBL,PIT,CGY,NSH,TBL,CGY,TBL,41
1554676983,TBL,6,BOS,5,WSH,5,NYI,6,COL,6,VGK,6,NSH,6,WPG,7,TBL,WSH,COL,NSH,WSH,NSH,NSH,38
1554676987,TBL,5,BOS,6,WSH,6,PIT,7,CGY,4,VGK,5,NSH,4,STL,5,TBL,WSH,CGY,STL,WSH,CGY,WSH,35
1554676987,TBL,5,TOR,6,CAR,7,NYI,6,COL,7,VGK,5,NSH,5,STL,6,TBL,NYI,COL,STL,TBL,COL,COL,36
1554676990,TBL,5,TOR,6,CAR,7,NYI,5,CGY,4,VGK,6,NSH,6,WPG,5,TBL,NYI,CGY,NSH,TBL,CGY,TBL,17
1554676994,TBL,5,BOS,6,WSH,5,NYI,7,CGY,6,SJS,7,NSH,5,WPG,6,TBL,NYI,CGY,WPG,NYI,WPG,NYI,25
1554676995,TBL,5,BOS,6,WSH,5,PIT,7,CGY,6,SJS,6,NSH,5,WPG,5,TBL,WSH,SJS,WPG,TBL,WPG,WPG,26
1554677004,TBL,4,BOS,5,WSH,4,PIT,6,CGY,7,SJS,6,NSH,6,WPG,6,TBL,WSH,SJS,NSH,TBL,SJS,TBL,22
1554677006,TBL,5,BOS,7,WSH,5,PIT,7,CGY,5,VGK,6,DAL,7,STL,6,TBL,WSH,CGY,DAL,WSH,CGY,WSH,32
1554677011,TBL,5,BOS,6,WSH,5,PIT,6,CGY,5,SJS,7,NSH,6,STL,6,TBL,PIT,SJS,NSH,TBL,SJS,SJS,70
1554677012,TBL,5,TOR,6,WSH,6,NYI,7,CGY,5,SJS,7,NSH,5,WPG,6,TOR,NYI,CGY,WPG,TOR,WPG,TOR,28
1554677021,TBL,4,BOS,6,WSH,5,PIT,7,CGY,5,SJS,7,NSH,4,STL,7,BOS,PIT,CGY,STL,BOS,CGY,BOS,34
1554677024,TBL,4,BOS,6,WSH,5,PIT,7,CGY,6,VGK,7,NSH,5,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,27
1554677026,TBL,6,TOR,5,CAR,7,NYI,4,CGY,6,VGK,5,NSH,7,STL,5,TBL,NYI,VGK,STL,TBL,STL,TBL,16
1554677033,TBL,6,TOR,7,CAR,6,PIT,5,CGY,5,SJS,7,NSH,6,WPG,6,TBL,PIT,CGY,WPG,PIT,CGY,PIT,29
1554677033,TBL,5,TOR,6,WSH,6,PIT,5,CGY,6,VGK,5,NSH,6,STL,5,TBL,PIT,CGY,STL,TBL,CGY,TBL,27
1554677034,TBL,5,TOR,7,WSH,5,PIT,6,CGY,5,SJS,7,NSH,6,WPG,6,TBL,WSH,SJS,WPG,TBL,SJS,TBL,29
1554677034,TBL,5,TOR,6,WSH,5,NYI,7,CGY,5,VGK,7,NSH,7,STL,6,TBL,WSH,CGY,STL,WSH,CGY,WSH,48
1554677035,CBJ,6,BOS,5,WSH,5,PIT,7,COL,5,VGK,6,NSH,5,STL,5,CBJ,WSH,VGK,STL,WSH,STL,WSH,24
1554677035,CBJ,6,BOS,5,WSH,4,PIT,5,COL,6,VGK,5,NSH,4,WPG,5,BOS,PIT,VGK,NSH,PIT,VGK,PIT,28
1554677040,TBL,4,BOS,6,WSH,5,PIT,6,CGY,4,VGK,7,NSH,6,STL,7,TBL,PIT,CGY,NSH,PIT,CGY,CGY,24
1554677041,TBL,5,BOS,4,WSH,5,PIT,5,CGY,5,SJS,6,NSH,5,STL,6,TBL,WSH,SJS,STL,TBL,STL,TBL,51
1554677042,TBL,5,BOS,6,WSH,4,PIT,6,CGY,4,SJS,7,NSH,6,WPG,5,TBL,WSH,CGY,WPG,TBL,CGY,TBL,36
1554677042,TBL,5,BOS,7,WSH,5,NYI,6,CGY,6,VGK,7,NSH,7,STL,7,TBL,NYI,CGY,STL,TBL,STL,STL,47
1554677043,TBL,5,TOR,6,CAR,7,PIT,6,CGY,6,SJS,7,NSH,5,WPG,7,TOR,PIT,CGY,WPG,TOR,WPG,TOR,33
1554677043,TBL,4,BOS,6,WSH,6,NYI,7,CGY,5,VGK,7,NSH,5,WPG,6,TBL,NYI,VGK,WPG,TBL,WPG,TBL,30
1554677044,TBL,5,BOS,6,WSH,4,PIT,6,CGY,5,VGK,7,NSH,5,WPG,6,TBL,PIT,VGK,WPG,TBL,WPG,TBL,15
1554677047,TBL,5,BOS,7,WSH,6,NYI,7,CGY,6,SJS,7,NSH,6,WPG,7,BOS,WSH,SJS,WPG,BOS,SJS,BOS,89
1554677048,TBL,5,BOS,6,WSH,6,PIT,6,CGY,5,VGK,5,NSH,7,STL,7,TBL,WSH,CGY,STL,TBL,STL,TBL,36
1554677055,TBL,4,BOS,7,CAR,7,PIT,6,CGY,5,VGK,6,NSH,6,WPG,6,TBL,PIT,CGY,WPG,TBL,CGY,CGY,22
1554677055,TBL,6,BOS,5,WSH,5,NYI,6,CGY,6,VGK,7,NSH,6,STL,7,TBL,NYI,CGY,NSH,TBL,CGY,TBL,36
1554677055,TBL,5,BOS,6,WSH,6,PIT,7,COL,6,VGK,7,NSH,6,WPG,5,TBL,PIT,VGK,WPG,TBL,WPG,TBL,32
1554677058,TBL,4,BOS,6,WSH,5,PIT,6,CGY,4,SJS,6,NSH,6,WPG,5,TBL,WSH,CGY,NSH,TBL,NSH,TBL,31
1554677059,TBL,4,TOR,6,WSH,6,PIT,5,CGY,5,VGK,6,NSH,6,STL,5,TBL,PIT,CGY,STL,TBL,STL,STL,50
1554677062,TBL,5,TOR,6,CAR,6,PIT,5,CGY,5,SJS,6,NSH,5,STL,5,TOR,PIT,CGY,STL,TOR,CGY,TOR,25
1554677066,CBJ,7,BOS,6,WSH,5,NYI,6,COL,6,VGK,6,NSH,5,STL,6,BOS,WSH,VGK,STL,WSH,STL,WSH,44
1554677068,TBL,5,BOS,6,CAR,7,PIT,5,CGY,6,VGK,7,DAL,6,WPG,6,TBL,CAR,CGY,WPG,TBL,WPG,TBL,40
1554677073,TBL,6,BOS,5,CAR,7,NYI,7,CGY,5,SJS,6,DAL,7,WPG,4,TBL,NYI,SJS,DAL,NYI,SJS,NYI,33
1554677076,TBL,4,TOR,6,WSH,6,NYI,7,CGY,7,VGK,4,DAL,7,STL,5,TBL,WSH,VGK,STL,TBL,VGK,VGK,20
1554677078,TBL,5,BOS,6,WSH,5,PIT,5,CGY,6,SJS,7,NSH,5,STL,6,TBL,WSH,SJS,NSH,TBL,NSH,TBL,27
1554677079,TBL,5,TOR,6,WSH,7,PIT,7,CGY,5,SJS,6,NSH,6,STL,7,TOR,PIT,CGY,STL,TOR,STL,TOR,35
1554677082,TBL,5,BOS,6,WSH,6,PIT,6,CGY,6,SJS,6,NSH,7,WPG,6,TBL,PIT,SJS,WPG,TBL,WPG,TBL,75
1554677085,TBL,6,TOR,6,WSH,5,PIT,7,CGY,6,SJS,7,NSH,7,STL,6,TBL,WSH,CGY,NSH,TBL,CGY,TBL,13
1554677090,TBL,5,TOR,5,WSH,6,NYI,7,COL,5,VGK,4,NSH,5,WPG,5,TBL,WSH,VGK,NSH,WSH,VGK,WSH,55
1554677092,CBJ,5,TOR,6,WSH,6,PIT,5,CGY,6,SJS,4,NSH,5,WPG,6,TOR,PIT,CGY,WPG,PIT,WPG,PIT,39
1554677093,TBL,6,BOS,6,WSH,6,NYI,6,CGY,6,VGK,6,NSH,6,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,26
1554677095,TBL,5,BOS,6,WSH,4,NYI,6,CGY,6,SJS,6,NSH,5,STL,7,TBL,WSH,CGY,NSH,TBL,CGY,TBL,27
1554677100,TBL,4,BOS,6,WSH,6,PIT,6,CGY,6,VGK,5,NSH,6,STL,5,TBL,WSH,VGK,STL,TBL,STL,TBL,49
1554677100,TBL,5,TOR,7,WSH,6,PIT,7,CGY,6,SJS,6,NSH,6,WPG,6,TBL,WSH,CGY,NSH,TBL,NSH,TBL,52
1554677104,TBL,6,BOS,6,CAR,7,NYI,5,CGY,5,VGK,7,DAL,5,STL,7,BOS,CAR,CGY,STL,BOS,CGY,BOS,28
1554677105,TBL,5,TOR,6,CAR,5,PIT,4,CGY,7,VGK,5,NSH,4,STL,5,TOR,CAR,VGK,STL,TOR,VGK,VGK,30
1554677109,TBL,5,TOR,7,WSH,4,PIT,6,COL,6,SJS,7,DAL,7,WPG,6,TBL,WSH,SJS,DAL,TBL,SJS,SJS,35
1554677118,TBL,6,BOS,7,WSH,7,PIT,6,CGY,7,SJS,6,NSH,6,STL,7,TBL,WSH,CGY,STL,TBL,CGY,TBL,30
1554677119,TBL,5,TOR,6,WSH,5,NYI,7,COL,6,VGK,5,NSH,6,WPG,5,TBL,WSH,VGK,WPG,TBL,VGK,TBL,39
1554677120,TBL,5,BOS,7,WSH,4,PIT,6,CGY,6,VGK,7,NSH,7,STL,7,TBL,WSH,CGY,NSH,TBL,NSH,TBL,25
1554677120,CBJ,6,BOS,5,CAR,5,NYI,7,CGY,5,SJS,5,DAL,6,STL,6,CBJ,NYI,SJS,DAL,NYI,SJS,NYI,32
1554677121,TBL,5,TOR,7,WSH,6,PIT,5,COL,5,VGK,4,NSH,6,STL,7,TBL,PIT,COL,STL,TBL,STL,TBL,48
1554677122,TBL,6,BOS,7,CAR,6,PIT,5,CGY,7,SJS,6,NSH,5,STL,6,TBL,PIT,SJS,NSH,TBL,SJS,SJS,34
1554677123,TBL,5,BOS,6,WSH,6,PIT,7,CGY,5,SJS,7,NSH,7,WPG,6,TBL,PIT,CGY,NSH,TBL,NSH,TBL,29
1554677125,TBL,4,BOS,6,WSH,5,PIT,5,CGY,6,VGK,7,NSH,6,WPG,6,TBL,WSH,CGY,NSH,TBL,CGY,TBL,43
1554677132,TBL,5,BOS,6,WSH,7,NYI,6,CGY,4,VGK,7,NSH,6,WPG,5,TBL,NYI,CGY,NSH,NYI,CGY,NYI,18
1554677133,TBL,6,BOS,7,WSH,5,PIT,6,CGY,7,VGK,6,NSH,4,STL,7,TBL,WSH,VGK,STL,TBL,VGK,VGK,48
1554677134,TBL,5,TOR,7,WSH,6,NYI,6,CGY,5,VGK,6,NSH,5,STL,6,TOR,WSH,CGY,NSH,TOR,CGY,TOR,23
1554677135,TBL,5,TOR,6,CAR,7,PIT,5,CGY,6,VGK,5,DAL,6,WPG,7,TBL,CAR,VGK,WPG,TBL,VGK,VGK,22
1554677135,CBJ,5,BOS,4,CAR,7,PIT,6,COL,4,VGK,5,NSH,6,WPG,5,BOS,PIT,VGK,NSH,BOS,VGK,VGK,20
1554677137,TBL,4,BOS,6,WSH,5,PIT,7,CGY,4,VGK,7,NSH,6,STL,6,TBL,WSH,CGY,NSH,TBL,NSH,TBL,28
1554677138,TBL,5,BOS,6,WSH,5,PIT,6,CGY,6,SJS,5,NSH,6,WPG,7,TBL,WSH,CGY,NSH,WSH,CGY,WSH,41
1554677142,TBL,4,TOR,7,WSH,5,NYI,6,CGY,6,VGK,6,NSH,5,WPG,6,TBL,WSH,CGY,NSH,TBL,CGY,TBL,25
1554677144,TBL,5,BOS,7,CAR,7,PIT,5,CGY,6,VGK,6,NSH,5,STL,6,TBL,CAR,VGK,NSH,CAR,VGK,VGK,24
1554677145,TBL,5,BOS,6,WSH,6,PIT,6,CGY,5,SJS,7,NSH,6,STL,6,TBL,PIT,SJS,STL,TBL,STL,TBL,33
1554677148,TBL,5,TOR,6,WSH,5,PIT,5,CGY,6,SJS,6,NSH,5,WPG,6,TBL,WSH,CGY,NSH,TBL,CGY,TBL,23
1554677149,TBL,5,BOS,6,WSH,5,PIT,7,COL,6,VGK,5,NSH,6,STL,6,TBL,PIT,VGK,NSH,TBL,VGK,VGK,50
1554677154,TBL,4,BOS,7,WSH,6,PIT,5,CGY,5,SJS,6,NSH,5,WPG,6,TBL,WSH,SJS,WPG,WSH,WPG,WPG,23
1554677156,TBL,5,TOR,6,WSH,6,NYI,5,CGY,5,SJS,6,DAL,7,WPG,5,TBL,WSH,CGY,WPG,TBL,CGY,CGY,24
1554677157,TBL,5,TOR,6,WSH,5,PIT,7,CGY,4,SJS,5,NSH,6,WPG,6,TBL,PIT,CGY,WPG,TBL,WPG,TBL,35
1554677159,TBL,4,BOS,6,WSH,5,PIT,7,CGY,6,VGK,5,NSH,4,STL,6,TBL,WSH,VGK,STL,TBL,STL,TBL,29
1554677162,TBL,5,TOR,6,WSH,6,PIT,5,CGY,6,SJS,7,NSH,6,STL,5,TOR,WSH,CGY,STL,TOR,CGY,TOR,62
1554677163,TBL,5,BOS,6,WSH,7,PIT,5,CGY,5,VGK,7,DAL,6,STL,7,BOS,PIT,VGK,STL,BOS,VGK,BOS,74
1554677166,TBL,5,BOS,7,WSH,6,PIT,6,CGY,5,VGK,7,NSH,4,WPG,6,TBL,PIT,VGK,NSH,PIT,NSH,PIT,30
1554677172,TBL,5,TOR,7,WSH,6,NYI,7,CGY,6,VGK,7,DAL,7,STL,4,TOR,WSH,CGY,STL,TOR,STL,TOR,35
1554677174,CBJ,6,BOS,4,CAR,5,NYI,5,COL,6,VGK,5,DAL,7,STL,7,CBJ,NYI,VGK,DAL,CBJ,DAL,DAL,7
1554677174,TBL,5,BOS,6,WSH,5,PIT,7,CGY,6,SJS,7,DAL,7,STL,5,TBL,WSH,CGY,STL,TBL,CGY,TBL,76
1554677176,TBL,5,BOS,6,WSH,4,PIT,6,CGY,5,VGK,6,NSH,5,WPG,5,TBL,WSH,CGY,WPG,TBL,WPG,TBL,68
1554677178,TBL,5,TOR,6,WSH,6,NYI,7,CGY,5,VGK,6,NSH,6,STL,6,TBL,WSH,CGY,NSH,TBL,CGY,TBL,30
1554677180,TBL,5,BOS,6,WSH,5,NYI,6,CGY,6,VGK,7,NSH,5,STL,6,TBL,NYI,VGK,STL,TBL,STL,STL,38
1554677180,TBL,5,BOS,7,WSH,6,PIT,5,COL,7,VGK,6,NSH,5,WPG,6,TBL,WSH,VGK,NSH,TBL,NSH,TBL,52
1554677180,TBL,4,BOS,6,WSH,5,PIT,7,CGY,5,SJS,4,NSH,6,WPG,7,TBL,WSH,CGY,WPG,TBL,WPG,TBL,35
1554677184,CBJ,7,BOS,5,WSH,5,PIT,6,CGY,5,VGK,6,NSH,6,WPG,6,BOS,WSH,CGY,NSH,WSH,NSH,NSH,30
1554677185,TBL,5,TOR,6,WSH,6,NYI,6,CGY,5,VGK,7,NSH,6,WPG,5,TBL,NYI,CGY,WPG,TBL,CGY,CGY,17
1554677185,TBL,6,TOR,5,WSH,5,PIT,6,COL,7,SJS,6,NSH,5,STL,6,TOR,PIT,SJS,NSH,TOR,SJS,SJS,84
1554677187,TBL,5,BOS,7,WSH,6,NYI,6,CGY,5,VGK,6,DAL,7,STL,6,TBL,WSH,CGY,STL,WSH,CGY,WSH,46
1554677193,TBL,5,BOS,6,WSH,6,PIT,7,CGY,6,VGK,7,NSH,4,STL,7,TBL,PIT,VGK,NSH,TBL,VGK,TBL,24
1554677195,TBL,5,BOS,6,WSH,6,PIT,5,CGY,6,SJS,7,NSH,5,WPG,4,TBL,PIT,CGY,WPG,PIT,CGY,PIT,36
1554677198,TBL,5,BOS,6,WSH,5,PIT,7,CGY,5,VGK,7,NSH,5,WPG,6,TBL,PIT,CGY,NSH,PIT,CGY,PIT,27
1554677199,TBL,5,TOR,7,WSH,7,PIT,7,CGY,7,SJS,6,NSH,5,STL,6,TBL,WSH,CGY,STL,WSH,STL,STL,21
1554677200,TBL,5,TOR,6,WSH,6,PIT,5,CGY,5,VGK,7,NSH,6,STL,6,TBL,PIT,CGY,NSH,TBL,CGY,TBL,27
1554677204,TBL,5,TOR,7,WSH,6,PIT,5,CGY,6,SJS,5,NSH,7,WPG,6,TBL,WSH,CGY,WPG,TBL,WPG,TBL,30
1554677206,TBL,5,BOS,6,WSH,5,PIT,6,CGY,4,VGK,6,DAL,7,STL,6,TBL,WSH,CGY,STL,WSH,CGY,WSH,26
1554677207,TBL,4,TOR,6,WSH,5,PIT,6,COL,5,SJS,6,NSH,5,WPG,6,TBL,WSH,SJS,NSH,WSH,SJS,WSH,22
1554677208,TBL,6,BOS,7,WSH,6,PIT,6,CGY,6,VGK,7,NSH,7,STL,7,TBL,WSH,CGY,NSH,WSH,NSH,WSH,30
1554677209,TBL,5,BOS,4,CAR,6,NYI,4,COL,6,VGK,4,DAL,6,STL,7,TBL,NYI,VGK,STL,NYI,STL,STL,12
